OCC_CODE,REPORT_DATE,NAICS,NAICS_TITLE,TOT_EMP
29-1141,2013-05-01,611700,Educational Support Services,230
29-1141,2013-05-01,621100,Offices of Physicians,178810
29-1141,2013-05-01,621200,Offices of Dentists,1370
29-1141,2013-05-01,621300,Offices of Other Health Practitioners,10660
29-1141,2013-05-01,621400,Outpatient Care Centers,102410
29-1141,2013-05-01,621500,Medical and Diagnostic Laboratories,1880
29-1141,2013-05-01,621600,Home Health Care Services,166910
29-1141,2013-05-01,621900,Other Ambulatory Health Care Services,10900
29-1141,2013-05-01,622100,General Medical and Surgical Hospitals,1553080
29-1141,2013-05-01,622200,Psychiatric and Substance Abuse Hospitals,34690
29-1141,2013-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,54650
29-1141,2013-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),142490
29-1141,2013-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",12650
29-1141,2013-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,31840
29-1141,2013-05-01,623900,Other Residential Care Facilities,2180
29-1141,2013-05-01,624100,Individual and Family Services,18240
29-1141,2013-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",400
29-1141,2013-05-01,624300,Vocational Rehabilitation Services,2370
29-1141,2013-05-01,624400,Child Day Care Services,550
29-1141,2013-05-01,711200,Spectator Sports,40
29-1141,2013-05-01,711300,"Promoters of Performing Arts, Sports, and Similar Events",40
29-1141,2013-05-01,713100,Amusement Parks and Arcades,170
29-1141,2013-05-01,713900,Other Amusement and Recreation Industries,0
29-1141,2013-05-01,721100,Traveler Accommodation,90
29-1141,2013-05-01,812100,Personal Care Services,510
29-1141,2013-05-01,812900,Other Personal Services,30
29-1141,2013-05-01,813100,Religious Organizations,420
29-1141,2013-05-01,813200,Grantmaking and Giving Services,330
29-1141,2013-05-01,813300,Social Advocacy Organizations,290
29-1141,2013-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",310
29-1141,2013-05-01,999100,Federal Executive Branch (OES Designation),69810
29-1141,2013-05-01,999200,State Government (OES Designation),37760
29-1141,2013-05-01,999300,Local Government (OES Designation),37550
29-1141,2014-05-01,211100,Oil and Gas Extraction,50
29-1141,2014-05-01,221100,"Electric Power Generation, Transmission and Distribution",60
29-1141,2014-05-01,311600,Animal Slaughtering and Processing,340
29-1141,2014-05-01,322100,"Pulp, Paper, and Paperboard Mills",50
29-1141,2014-05-01,324100,Petroleum and Coal Products Manufacturing,30
29-1141,2014-05-01,325100,Basic Chemical Manufacturing,40
29-1141,2014-05-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",60
29-1141,2014-05-01,325400,Pharmaceutical and Medicine Manufacturing,150
29-1141,2014-05-01,326100,Plastics Product Manufacturing,0
29-1141,2014-05-01,332900,Other Fabricated Metal Product Manufacturing,30
29-1141,2014-05-01,333100,"Agriculture, Construction, and Mining Machinery Manufacturing",80
29-1141,2014-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",150
29-1141,2014-05-01,335200,Household Appliance Manufacturing,30
29-1141,2014-05-01,336100,Motor Vehicle Manufacturing,110
29-1141,2014-05-01,336300,Motor Vehicle Parts Manufacturing,130
29-1141,2014-05-01,336400,Aerospace Product and Parts Manufacturing,160
29-1141,2014-05-01,339100,Medical Equipment and Supplies Manufacturing,70
29-1141,2014-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,330
29-1141,2014-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,0
29-1141,2014-05-01,446100,Health and Personal Care Stores,2270
29-1141,2014-05-01,454100,Electronic Shopping and Mail-Order Houses,80
29-1141,2014-05-01,454300,Direct Selling Establishments,0
29-1141,2014-05-01,481100,Scheduled Air Transportation,0
29-1141,2014-05-01,481200,Nonscheduled Air Transportation,130
29-1141,2014-05-01,482100,Rail Transportation,90
29-1141,2014-05-01,491100,Postal Service,120
29-1141,2014-05-01,512100,Motion Picture and Video Industries,360
29-1141,2014-05-01,518200,"Data Processing, Hosting, and Related Services",170
29-1141,2014-05-01,522100,Depository Credit Intermediation,40
29-1141,2014-05-01,523900,Other Financial Investment Activities,130
29-1141,2014-05-01,524100,Insurance Carriers,20450
29-1141,2014-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",5370
29-1141,2014-05-01,525100,Insurance and Employee Benefit Funds,50
29-1141,2014-05-01,531100,Lessors of Real Estate,100
29-1141,2014-05-01,531300,Activities Related to Real Estate,0
29-1141,2014-05-01,532200,Consumer Goods Rental,310
29-1141,2014-05-01,532400,Commercial and Industrial Machinery and Equipment Rental and Leasing,0
29-1141,2014-05-01,541100,Legal Services,570
29-1141,2014-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",390
29-1141,2014-05-01,541300,"Architectural, Engineering, and Related Services",40
29-1141,2014-05-01,541500,Computer Systems Design and Related Services,730
29-1141,2014-05-01,541600,"Management, Scientific, and Technical Consulting Services",5910
29-1141,2014-05-01,541700,Scientific Research and Development Services,2370
29-1141,2014-05-01,541900,"Other Professional, Scientific, and Technical Services",400
29-1141,2014-05-01,551100,Management of Companies and Enterprises,11090
29-1141,2014-05-01,561100,Office Administrative Services,2790
29-1141,2014-05-01,561200,Facilities Support Services,670
29-1141,2014-05-01,561300,Employment Services,49360
29-1141,2014-05-01,561400,Business Support Services,0
29-1141,2014-05-01,611100,Elementary and Secondary Schools,50250
29-1141,2014-05-01,611200,Junior Colleges,530
29-1141,2014-05-01,611300,"Colleges, Universities, and Professional Schools",22000
29-1141,2014-05-01,611600,Other Schools and Instruction,0
29-1141,2014-05-01,611700,Educational Support Services,210
29-1141,2014-05-01,621100,Offices of Physicians,183400
29-1141,2014-05-01,621200,Offices of Dentists,1240
29-1141,2014-05-01,621300,Offices of Other Health Practitioners,10810
29-1141,2014-05-01,621400,Outpatient Care Centers,107300
29-1141,2014-05-01,621500,Medical and Diagnostic Laboratories,1920
29-1141,2014-05-01,621600,Home Health Care Services,168970
29-1141,2014-05-01,621900,Other Ambulatory Health Care Services,11280
29-1141,2014-05-01,622100,General Medical and Surgical Hospitals,1560200
29-1141,2014-05-01,622200,Psychiatric and Substance Abuse Hospitals,35090
29-1141,2014-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,58200
29-1141,2014-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),148970
29-1141,2014-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",13300
29-1141,2014-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,31050
29-1141,2014-05-01,623900,Other Residential Care Facilities,1980
29-1141,2014-05-01,624100,Individual and Family Services,18130
29-1141,2014-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",430
29-1141,2014-05-01,624300,Vocational Rehabilitation Services,2630
29-1141,2014-05-01,624400,Child Day Care Services,470
29-1141,2014-05-01,711200,Spectator Sports,0
29-1141,2014-05-01,711300,"Promoters of Performing Arts, Sports, and Similar Events",60
29-1141,2014-05-01,713900,Other Amusement and Recreation Industries,30
29-1141,2014-05-01,721100,Traveler Accommodation,90
29-1141,2014-05-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,60
29-1141,2014-05-01,812100,Personal Care Services,730
29-1141,2014-05-01,813100,Religious Organizations,530
29-1141,2014-05-01,813200,Grantmaking and Giving Services,310
29-1141,2014-05-01,813300,Social Advocacy Organizations,270
29-1141,2014-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",200
29-1141,2014-05-01,999100,Federal Executive Branch (OES Designation),71880
29-1141,2014-05-01,999200,State Government (OES Designation),37820
29-1141,2014-05-01,999300,Local Government (OES Designation),37700
29-1141,2015-05-01,211100,Oil and Gas Extraction,50
29-1141,2015-05-01,221100,"Electric Power Generation, Transmission and Distribution",60
29-1141,2015-05-01,311600,Animal Slaughtering and Processing,380
29-1141,2015-05-01,322100,"Pulp, Paper, and Paperboard Mills",60
29-1141,2015-05-01,324100,Petroleum and Coal Products Manufacturing,40
29-1141,2015-05-01,325100,Basic Chemical Manufacturing,60
29-1141,2015-05-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",60
29-1141,2015-05-01,325400,Pharmaceutical and Medicine Manufacturing,140
29-1141,2015-05-01,326100,Plastics Product Manufacturing,40
29-1141,2015-05-01,331500,Foundries,40
29-1141,2015-05-01,332900,Other Fabricated Metal Product Manufacturing,30
29-1141,2015-05-01,333100,"Agriculture, Construction, and Mining Machinery Manufacturing",70
29-1141,2015-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",110
29-1141,2015-05-01,336100,Motor Vehicle Manufacturing,100
29-1141,2015-05-01,336300,Motor Vehicle Parts Manufacturing,130
29-1141,2015-05-01,336400,Aerospace Product and Parts Manufacturing,160
29-1141,2015-05-01,339100,Medical Equipment and Supplies Manufacturing,80
29-1141,2015-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,600
29-1141,2015-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,0
29-1141,2015-05-01,446100,Health and Personal Care Stores,2480
29-1141,2015-05-01,454100,Electronic Shopping and Mail-Order Houses,120
29-1141,2015-05-01,481200,Nonscheduled Air Transportation,0
29-1141,2015-05-01,482100,Rail Transportation,90
29-1141,2015-05-01,491100,Postal Service,120
29-1141,2015-05-01,512100,Motion Picture and Video Industries,390
29-1141,2015-05-01,518200,"Data Processing, Hosting, and Related Services",40
29-1141,2015-05-01,522100,Depository Credit Intermediation,50
29-1141,2015-05-01,523900,Other Financial Investment Activities,140
29-1141,2015-05-01,524100,Insurance Carriers,20740
29-1141,2015-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",6810
29-1141,2015-05-01,525100,Insurance and Employee Benefit Funds,40
29-1141,2015-05-01,531100,Lessors of Real Estate,90
29-1141,2015-05-01,532200,Consumer Goods Rental,300
29-1141,2015-05-01,532400,Commercial and Industrial Machinery and Equipment Rental and Leasing,60
29-1141,2015-05-01,541100,Legal Services,310
29-1141,2015-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",520
29-1141,2015-05-01,541300,"Architectural, Engineering, and Related Services",60
29-1141,2015-05-01,541500,Computer Systems Design and Related Services,510
29-1141,2015-05-01,541600,"Management, Scientific, and Technical Consulting Services",5330
29-1141,2015-05-01,541700,Scientific Research and Development Services,2390
29-1141,2015-05-01,541900,"Other Professional, Scientific, and Technical Services",480
29-1141,2015-05-01,551100,Management of Companies and Enterprises,11770
29-1141,2015-05-01,561100,Office Administrative Services,3260
29-1141,2015-05-01,561200,Facilities Support Services,550
29-1141,2015-05-01,561300,Employment Services,48070
29-1141,2015-05-01,561400,Business Support Services,0
29-1141,2015-05-01,611100,Elementary and Secondary Schools,51560
29-1141,2015-05-01,611200,Junior Colleges,560
29-1141,2015-05-01,611300,"Colleges, Universities, and Professional Schools",23810
29-1141,2015-05-01,611500,Technical and Trade Schools,0
29-1141,2015-05-01,611600,Other Schools and Instruction,40
29-1141,2015-05-01,611700,Educational Support Services,230
29-1141,2015-05-01,621100,Offices of Physicians,194370
29-1141,2015-05-01,621200,Offices of Dentists,980
29-1141,2015-05-01,621300,Offices of Other Health Practitioners,11690
29-1141,2015-05-01,621400,Outpatient Care Centers,110580
29-1141,2015-05-01,621500,Medical and Diagnostic Laboratories,1920
29-1141,2015-05-01,621600,Home Health Care Services,173590
29-1141,2015-05-01,621900,Other Ambulatory Health Care Services,12100
29-1141,2015-05-01,622100,General Medical and Surgical Hospitals,1587040
29-1141,2015-05-01,622200,Psychiatric and Substance Abuse Hospitals,36480
29-1141,2015-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,59750
29-1141,2015-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),154060
29-1141,2015-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",13970
29-1141,2015-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,31360
29-1141,2015-05-01,623900,Other Residential Care Facilities,2140
29-1141,2015-05-01,624100,Individual and Family Services,19430
29-1141,2015-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",390
29-1141,2015-05-01,624300,Vocational Rehabilitation Services,2670
29-1141,2015-05-01,624400,Child Day Care Services,600
29-1141,2015-05-01,713900,Other Amusement and Recreation Industries,50
29-1141,2015-05-01,721100,Traveler Accommodation,100
29-1141,2015-05-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,60
29-1141,2015-05-01,812100,Personal Care Services,740
29-1141,2015-05-01,813100,Religious Organizations,500
29-1141,2015-05-01,813200,Grantmaking and Giving Services,420
29-1141,2015-05-01,813300,Social Advocacy Organizations,240
29-1141,2015-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",150
29-1141,2015-05-01,999100,Federal Executive Branch (OES Designation),75250
29-1141,2015-05-01,999200,State Government (OES Designation),35740
29-1141,2015-05-01,999300,Local Government (OES Designation),33600
29-1141,2016-05-01,211100,Oil and Gas Extraction,50
29-1141,2016-05-01,221100,"Electric Power Generation, Transmission and Distribution",50
29-1141,2016-05-01,311600,Animal Slaughtering and Processing,450
29-1141,2016-05-01,322100,"Pulp, Paper, and Paperboard Mills",50
29-1141,2016-05-01,324100,Petroleum and Coal Products Manufacturing,40
29-1141,2016-05-01,325100,Basic Chemical Manufacturing,60
29-1141,2016-05-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",50
29-1141,2016-05-01,325400,Pharmaceutical and Medicine Manufacturing,290
29-1141,2016-05-01,331500,Foundries,40
29-1141,2016-05-01,332900,Other Fabricated Metal Product Manufacturing,30
29-1141,2016-05-01,333100,"Agriculture, Construction, and Mining Machinery Manufacturing",60
29-1141,2016-05-01,333600,"Engine, Turbine, and Power Transmission Equipment Manufacturing",60
29-1141,2016-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",60
29-1141,2016-05-01,336100,Motor Vehicle Manufacturing,130
29-1141,2016-05-01,336300,Motor Vehicle Parts Manufacturing,130
29-1141,2016-05-01,336400,Aerospace Product and Parts Manufacturing,150
29-1141,2016-05-01,339100,Medical Equipment and Supplies Manufacturing,90
29-1141,2016-05-01,339900,Other Miscellaneous Manufacturing,40
29-1141,2016-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,0
29-1141,2016-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,940
29-1141,2016-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,160
29-1141,2016-05-01,446100,Health and Personal Care Stores,2460
29-1141,2016-05-01,454100,Electronic Shopping and Mail-Order Houses,100
29-1141,2016-05-01,481200,Nonscheduled Air Transportation,0
29-1141,2016-05-01,482100,Rail Transportation,100
29-1141,2016-05-01,485900,Other Transit and Ground Passenger Transportation,30
29-1141,2016-05-01,491100,Postal Service,130
29-1141,2016-05-01,493100,Warehousing and Storage,0
29-1141,2016-05-01,512100,Motion Picture and Video Industries,440
29-1141,2016-05-01,518200,"Data Processing, Hosting, and Related Services",100
29-1141,2016-05-01,522100,Depository Credit Intermediation,30
29-1141,2016-05-01,523900,Other Financial Investment Activities,140
29-1141,2016-05-01,524100,Insurance Carriers,22470
29-1141,2016-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",8940
29-1141,2016-05-01,531100,Lessors of Real Estate,0
29-1141,2016-05-01,532200,Consumer Goods Rental,290
29-1141,2016-05-01,532400,Commercial and Industrial Machinery and Equipment Rental and Leasing,0
29-1141,2016-05-01,541100,Legal Services,370
29-1141,2016-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",680
29-1141,2016-05-01,541300,"Architectural, Engineering, and Related Services",100
29-1141,2016-05-01,541500,Computer Systems Design and Related Services,510
29-1141,2016-05-01,541600,"Management, Scientific, and Technical Consulting Services",5540
29-1141,2016-05-01,541700,Scientific Research and Development Services,2590
29-1141,2016-05-01,541900,"Other Professional, Scientific, and Technical Services",540
29-1141,2016-05-01,551100,Management of Companies and Enterprises,12280
29-1141,2016-05-01,561100,Office Administrative Services,3260
29-1141,2016-05-01,561200,Facilities Support Services,680
29-1141,2016-05-01,561300,Employment Services,49150
29-1141,2016-05-01,561400,Business Support Services,940
29-1141,2016-05-01,611100,Elementary and Secondary Schools,52750
29-1141,2016-05-01,611200,Junior Colleges,650
29-1141,2016-05-01,611300,"Colleges, Universities, and Professional Schools",25220
29-1141,2016-05-01,611400,Business Schools and Computer and Management Training,60
29-1141,2016-05-01,611500,Technical and Trade Schools,160
29-1141,2016-05-01,611600,Other Schools and Instruction,0
29-1141,2016-05-01,611700,Educational Support Services,230
29-1141,2016-05-01,621100,Offices of Physicians,196540
29-1141,2016-05-01,621200,Offices of Dentists,1380
29-1141,2016-05-01,621300,Offices of Other Health Practitioners,12300
29-1141,2016-05-01,621400,Outpatient Care Centers,128180
29-1141,2016-05-01,621500,Medical and Diagnostic Laboratories,1910
29-1141,2016-05-01,621600,Home Health Care Services,179280
29-1141,2016-05-01,621900,Other Ambulatory Health Care Services,12110
29-1141,2016-05-01,622100,General Medical and Surgical Hospitals,1649480
29-1141,2016-05-01,622200,Psychiatric and Substance Abuse Hospitals,37910
29-1141,2016-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,61420
29-1141,2016-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),157530
29-1141,2016-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",14890
29-1141,2016-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,31700
29-1141,2016-05-01,623900,Other Residential Care Facilities,2230
29-1141,2016-05-01,624100,Individual and Family Services,20580
29-1141,2016-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",500
29-1141,2016-05-01,624300,Vocational Rehabilitation Services,2300
29-1141,2016-05-01,624400,Child Day Care Services,580
29-1141,2016-05-01,713900,Other Amusement and Recreation Industries,50
29-1141,2016-05-01,721100,Traveler Accommodation,100
29-1141,2016-05-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,90
29-1141,2016-05-01,812100,Personal Care Services,850
29-1141,2016-05-01,813100,Religious Organizations,540
29-1141,2016-05-01,813200,Grantmaking and Giving Services,290
29-1141,2016-05-01,813300,Social Advocacy Organizations,340
29-1141,2016-05-01,813400,Civic and Social Organizations,30
29-1141,2016-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",0
29-1141,2016-05-01,999100,Federal Executive Branch (OES Designation),77790
29-1141,2016-05-01,999200,State Government (OES Designation),35860
29-1141,2016-05-01,999300,Local Government (OES Designation),33920
29-1141,2017-05-01,221100,"Electric Power Generation, Transmission and Distribution",50
29-1141,2017-05-01,311600,Animal Slaughtering and Processing,490
29-1141,2017-05-01,322100,"Pulp, Paper, and Paperboard Mills",50
29-1141,2017-05-01,324100,Petroleum and Coal Products Manufacturing,40
29-1141,2017-05-01,3250A1,"Chemical Manufacturing (3251, 3252, 3253, and 3259 only)",140
29-1141,2017-05-01,325400,Pharmaceutical and Medicine Manufacturing,210
29-1141,2017-05-01,331500,Foundries,30
29-1141,2017-05-01,3320A1,"Fabricated Metal Product Manufacturing (3321, 3322, 3325, 3326, and 3329 only)",40
29-1141,2017-05-01,3330A1,"Machinery Manufacturing (3331, 3332, 3334, and 3339 only)",90
29-1141,2017-05-01,333600,"Engine, Turbine, and Power Transmission Equipment Manufacturing",50
29-1141,2017-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",80
29-1141,2017-05-01,336100,Motor Vehicle Manufacturing,140
29-1141,2017-05-01,336300,Motor Vehicle Parts Manufacturing,160
29-1141,2017-05-01,336400,Aerospace Product and Parts Manufacturing,120
29-1141,2017-05-01,339100,Medical Equipment and Supplies Manufacturing,70
29-1141,2017-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,460
29-1141,2017-05-01,4240A2,"Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)",1060
29-1141,2017-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,240
29-1141,2017-05-01,446100,Health and Personal Care Stores,2120
29-1141,2017-05-01,454100,Electronic Shopping and Mail-Order Houses,230
29-1141,2017-05-01,481200,Nonscheduled Air Transportation,0
29-1141,2017-05-01,482100,Rail Transportation,50
29-1141,2017-05-01,491100,Postal Service (federal government),120
29-1141,2017-05-01,493100,Warehousing and Storage,40
29-1141,2017-05-01,512100,Motion Picture and Video Industries,470
29-1141,2017-05-01,518200,"Data Processing, Hosting, and Related Services",110
29-1141,2017-05-01,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",30
29-1141,2017-05-01,524100,Insurance Carriers,22420
29-1141,2017-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",9740
29-1141,2017-05-01,525100,Insurance and Employee Benefit Funds,0
29-1141,2017-05-01,5320A1,"Rental and Leasing Services (5322, 5323, and 5324 only)",470
29-1141,2017-05-01,541100,Legal Services,360
29-1141,2017-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",940
29-1141,2017-05-01,541300,"Architectural, Engineering, and Related Services",110
29-1141,2017-05-01,541500,Computer Systems Design and Related Services,830
29-1141,2017-05-01,541600,"Management, Scientific, and Technical Consulting Services",5490
29-1141,2017-05-01,541700,Scientific Research and Development Services,2130
29-1141,2017-05-01,541900,"Other Professional, Scientific, and Technical Services",330
29-1141,2017-05-01,551100,Management of Companies and Enterprises,13180
29-1141,2017-05-01,561100,Office Administrative Services,3730
29-1141,2017-05-01,561200,Facilities Support Services,720
29-1141,2017-05-01,561300,Employment Services,51310
29-1141,2017-05-01,561400,Business Support Services,910
29-1141,2017-05-01,611100,Elementary and Secondary Schools,53490
29-1141,2017-05-01,611200,Junior Colleges,630
29-1141,2017-05-01,611300,"Colleges, Universities, and Professional Schools",23750
29-1141,2017-05-01,611400,Business Schools and Computer and Management Training,70
29-1141,2017-05-01,611500,Technical and Trade Schools,230
29-1141,2017-05-01,611600,Other Schools and Instruction,0
29-1141,2017-05-01,611700,Educational Support Services,250
29-1141,2017-05-01,621100,Offices of Physicians,196040
29-1141,2017-05-01,621200,Offices of Dentists,1360
29-1141,2017-05-01,621300,Offices of Other Health Practitioners,11660
29-1141,2017-05-01,621400,Outpatient Care Centers,132070
29-1141,2017-05-01,621500,Medical and Diagnostic Laboratories,1890
29-1141,2017-05-01,621600,Home Health Care Services,179310
29-1141,2017-05-01,621900,Other Ambulatory Health Care Services,14500
29-1141,2017-05-01,622100,General Medical and Surgical Hospitals,1685820
29-1141,2017-05-01,622200,Psychiatric and Substance Abuse Hospitals,39100
29-1141,2017-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,62310
29-1141,2017-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),155450
29-1141,2017-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",15570
29-1141,2017-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,34290
29-1141,2017-05-01,623900,Other Residential Care Facilities,2480
29-1141,2017-05-01,624100,Individual and Family Services,22470
29-1141,2017-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",440
29-1141,2017-05-01,624300,Vocational Rehabilitation Services,2190
29-1141,2017-05-01,624400,Child Day Care Services,600
29-1141,2017-05-01,711300,"Promoters of Performing Arts, Sports, and Similar Events",40
29-1141,2017-05-01,712100,"Museums, Historical Sites, and Similar Institutions",30
29-1141,2017-05-01,713100,Amusement Parks and Arcades,180
29-1141,2017-05-01,713900,Other Amusement and Recreation Industries,80
29-1141,2017-05-01,721100,Traveler Accommodation,90
29-1141,2017-05-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,90
29-1141,2017-05-01,812100,Personal Care Services,740
29-1141,2017-05-01,813100,Religious Organizations,800
29-1141,2017-05-01,813200,Grantmaking and Giving Services,270
29-1141,2017-05-01,813300,Social Advocacy Organizations,440
29-1141,2017-05-01,813400,Civic and Social Organizations,60
29-1141,2017-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",590
29-1141,2017-05-01,999100,Federal Executive Branch (OES Designation),79220
29-1141,2017-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",33770
29-1141,2017-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",33990
29-1141,2018-05-01,221100,"Electric Power Generation, Transmission and Distribution",50
29-1141,2018-05-01,236200,Nonresidential Building Construction,0
29-1141,2018-05-01,311600,Animal Slaughtering and Processing,520
29-1141,2018-05-01,322100,"Pulp, Paper, and Paperboard Mills",30
29-1141,2018-05-01,324100,Petroleum and Coal Products Manufacturing,40
29-1141,2018-05-01,3250A1,"Chemical Manufacturing (3251, 3252, 3253, and 3259 only)",130
29-1141,2018-05-01,325400,Pharmaceutical and Medicine Manufacturing,320
29-1141,2018-05-01,3330A1,"Machinery Manufacturing (3331, 3332, 3334, and 3339 only)",90
29-1141,2018-05-01,333600,"Engine, Turbine, and Power Transmission Equipment Manufacturing",60
29-1141,2018-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",130
29-1141,2018-05-01,336100,Motor Vehicle Manufacturing,170
29-1141,2018-05-01,336300,Motor Vehicle Parts Manufacturing,160
29-1141,2018-05-01,336400,Aerospace Product and Parts Manufacturing,120
29-1141,2018-05-01,339100,Medical Equipment and Supplies Manufacturing,80
29-1141,2018-05-01,339900,Other Miscellaneous Manufacturing,30
29-1141,2018-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,530
29-1141,2018-05-01,4240A2,"Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)",970
29-1141,2018-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,180
29-1141,2018-05-01,446100,Health and Personal Care Stores,1520
29-1141,2018-05-01,454100,Electronic Shopping and Mail-Order Houses,260
29-1141,2018-05-01,481100,Scheduled Air Transportation,30
29-1141,2018-05-01,481200,Nonscheduled Air Transportation,50
29-1141,2018-05-01,482100,Rail Transportation,50
29-1141,2018-05-01,491100,Postal Service (federal government),120
29-1141,2018-05-01,493100,Warehousing and Storage,50
29-1141,2018-05-01,512100,Motion Picture and Video Industries,440
29-1141,2018-05-01,518200,"Data Processing, Hosting, and Related Services",110
29-1141,2018-05-01,524100,Insurance Carriers,26350
29-1141,2018-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",8890
29-1141,2018-05-01,525100,Insurance and Employee Benefit Funds,0
29-1141,2018-05-01,525900,Other Investment Pools and Funds,30
29-1141,2018-05-01,531000,Real Estate,0
29-1141,2018-05-01,5320A1,"Rental and Leasing Services (5322, 5323, and 5324 only)",460
29-1141,2018-05-01,541100,Legal Services,320
29-1141,2018-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",810
29-1141,2018-05-01,541300,"Architectural, Engineering, and Related Services",100
29-1141,2018-05-01,541500,Computer Systems Design and Related Services,1080
29-1141,2018-05-01,541600,"Management, Scientific, and Technical Consulting Services",5760
29-1141,2018-05-01,541700,Scientific Research and Development Services,2240
29-1141,2018-05-01,541900,"Other Professional, Scientific, and Technical Services",440
29-1141,2018-05-01,551100,Management of Companies and Enterprises,14270
29-1141,2018-05-01,561100,Office Administrative Services,4630
29-1141,2018-05-01,561200,Facilities Support Services,700
29-1141,2018-05-01,561300,Employment Services,58320
29-1141,2018-05-01,561400,Business Support Services,1030
29-1141,2018-05-01,611100,Elementary and Secondary Schools,53290
29-1141,2018-05-01,611200,Junior Colleges,560
29-1141,2018-05-01,611300,"Colleges, Universities, and Professional Schools",24620
