OCC_CODE,REPORT_DATE,NAICS,NAICS_TITLE,TOT_EMP
21-1021,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",66370
21-1022,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",6940
21-1023,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",6930
21-1029,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",10440
29-1021,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",1090
29-1051,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",1560
29-1071,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",340
29-1141,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",33530
29-1171,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",1170
29-1215,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",1070
29-1216,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",160
29-1223,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",1520
31-1131,2019-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",13740
21-1021,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",63240
21-1022,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",7720
21-1023,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",14500
21-1029,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",14650
29-1021,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",810
29-1051,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",1220
29-1071,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",610
29-1141,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",35390
29-1151,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",60
29-1171,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",2340
29-1215,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",1310
29-1216,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",100
29-1221,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",40
29-1223,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",1230
29-1248,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",40
31-1131,2019-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",26030
29-1141,2019-05-01,3250A1,"Chemical Manufacturing (3251, 3252, 3253, and 3259 only)",130
29-1141,2019-05-01,3320A1,"Fabricated Metal Product Manufacturing (3321, 3322, 3325, 3326, and 3329 only)",30
29-1141,2019-05-01,3330A1,"Machinery Manufacturing (3331, 3332, 3334, and 3339 only)",70
29-1051,2019-05-01,4240A2,"Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)",7530
29-1141,2019-05-01,4240A2,"Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)",710
29-1051,2019-05-01,4450A1,Food and Beverage Stores (4451 and 4452 only),24480
31-1131,2019-05-01,4450A1,Food and Beverage Stores (4451 and 4452 only),0
29-1051,2019-05-01,5320A1,"Rental and Leasing Services (5322, 5323, and 5324 only)",170
29-1141,2019-05-01,5320A1,"Rental and Leasing Services (5322, 5323, and 5324 only)",500
29-1141,2020-05-01,221100,"Electric Power Generation, Transmission and Distribution",90
29-1141,2020-05-01,311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,40
29-1141,2020-05-01,311600,Animal Slaughtering and Processing,620
29-1141,2020-05-01,322100,"Pulp, Paper, and Paperboard Mills",40
29-1141,2020-05-01,324100,Petroleum and Coal Products Manufacturing,40
29-1051,2020-05-01,325400,Pharmaceutical and Medicine Manufacturing,630
29-1141,2020-05-01,325400,Pharmaceutical and Medicine Manufacturing,340
29-1141,2020-05-01,327000,Nonmetallic Mineral Product Manufacturing,40
29-1141,2020-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",120
29-1141,2020-05-01,336100,Motor Vehicle Manufacturing,150
29-1141,2020-05-01,336300,Motor Vehicle Parts Manufacturing,110
29-1141,2020-05-01,336400,Aerospace Product and Parts Manufacturing,100
29-1021,2020-05-01,339100,Medical Equipment and Supplies Manufacturing,40
29-1141,2020-05-01,339100,Medical Equipment and Supplies Manufacturing,70
29-1171,2020-05-01,339100,Medical Equipment and Supplies Manufacturing,40
29-1051,2020-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,290
29-1141,2020-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,550
29-1171,2020-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,80
29-1051,2020-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,0
29-1141,2020-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,90
21-1022,2020-05-01,446100,Health and Personal Care Stores,500
29-1051,2020-05-01,446100,Health and Personal Care Stores,135070
29-1141,2020-05-01,446100,Health and Personal Care Stores,1530
29-1171,2020-05-01,446100,Health and Personal Care Stores,600
31-1131,2020-05-01,446100,Health and Personal Care Stores,60
29-1051,2020-05-01,454100,Electronic Shopping and Mail-Order Houses,4790
29-1141,2020-05-01,454100,Electronic Shopping and Mail-Order Houses,270
29-1051,2020-05-01,454300,Direct Selling Establishments,150
29-1141,2020-05-01,491100,Postal Service (federal government),130
29-1051,2020-05-01,493100,Warehousing and Storage,30
29-1141,2020-05-01,493100,Warehousing and Storage,60
29-1141,2020-05-01,512100,Motion Picture and Video Industries,430
31-1131,2020-05-01,512100,Motion Picture and Video Industries,60
29-1141,2020-05-01,518200,"Data Processing, Hosting, and Related Services",140
21-1022,2020-05-01,524100,Insurance Carriers,4860
21-1023,2020-05-01,524100,Insurance Carriers,380
21-1029,2020-05-01,524100,Insurance Carriers,60
29-1021,2020-05-01,524100,Insurance Carriers,0
29-1051,2020-05-01,524100,Insurance Carriers,2730
29-1141,2020-05-01,524100,Insurance Carriers,31100
29-1171,2020-05-01,524100,Insurance Carriers,0
29-1215,2020-05-01,524100,Insurance Carriers,40
31-1131,2020-05-01,524100,Insurance Carriers,0
21-1022,2020-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",1720
21-1023,2020-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",200
29-1051,2020-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",1410
29-1141,2020-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",11350
29-1171,2020-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",240
29-1215,2020-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",50
29-1141,2020-05-01,525900,Other Investment Pools and Funds,100
21-1021,2020-05-01,531000,Real Estate,180
21-1022,2020-05-01,531000,Real Estate,0
21-1029,2020-05-01,531000,Real Estate,0
21-1021,2020-05-01,541100,Legal Services,940
21-1029,2020-05-01,541100,Legal Services,1170
29-1141,2020-05-01,541100,Legal Services,350
21-1022,2020-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",70
29-1141,2020-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",700
29-1171,2020-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",40
29-1141,2020-05-01,541300,"Architectural, Engineering, and Related Services",100
21-1022,2020-05-01,541500,Computer Systems Design and Related Services,30
29-1051,2020-05-01,541500,Computer Systems Design and Related Services,150
29-1141,2020-05-01,541500,Computer Systems Design and Related Services,1320
29-1171,2020-05-01,541500,Computer Systems Design and Related Services,150
21-1021,2020-05-01,541600,"Management, Scientific, and Technical Consulting Services",210
21-1022,2020-05-01,541600,"Management, Scientific, and Technical Consulting Services",470
21-1023,2020-05-01,541600,"Management, Scientific, and Technical Consulting Services",110
21-1029,2020-05-01,541600,"Management, Scientific, and Technical Consulting Services",30
29-1051,2020-05-01,541600,"Management, Scientific, and Technical Consulting Services",800
29-1071,2020-05-01,541600,"Management, Scientific, and Technical Consulting Services",90
29-1141,2020-05-01,541600,"Management, Scientific, and Technical Consulting Services",5360
29-1171,2020-05-01,541600,"Management, Scientific, and Technical Consulting Services",180
29-1215,2020-05-01,541600,"Management, Scientific, and Technical Consulting Services",40
21-1021,2020-05-01,541700,Scientific Research and Development Services,180
21-1022,2020-05-01,541700,Scientific Research and Development Services,130
21-1023,2020-05-01,541700,Scientific Research and Development Services,150
29-1051,2020-05-01,541700,Scientific Research and Development Services,300
29-1071,2020-05-01,541700,Scientific Research and Development Services,420
29-1141,2020-05-01,541700,Scientific Research and Development Services,3170
29-1171,2020-05-01,541700,Scientific Research and Development Services,600
29-1215,2020-05-01,541700,Scientific Research and Development Services,0
29-1216,2020-05-01,541700,Scientific Research and Development Services,40
29-1223,2020-05-01,541700,Scientific Research and Development Services,60
29-1248,2020-05-01,541700,Scientific Research and Development Services,190
31-1131,2020-05-01,541700,Scientific Research and Development Services,670
21-1021,2020-05-01,541900,"Other Professional, Scientific, and Technical Services",40
21-1022,2020-05-01,541900,"Other Professional, Scientific, and Technical Services",50
29-1051,2020-05-01,541900,"Other Professional, Scientific, and Technical Services",50
29-1141,2020-05-01,541900,"Other Professional, Scientific, and Technical Services",1110
29-1171,2020-05-01,541900,"Other Professional, Scientific, and Technical Services",630
21-1021,2020-05-01,551100,Management of Companies and Enterprises,2680
21-1022,2020-05-01,551100,Management of Companies and Enterprises,2520
21-1023,2020-05-01,551100,Management of Companies and Enterprises,1430
21-1029,2020-05-01,551100,Management of Companies and Enterprises,510
29-1021,2020-05-01,551100,Management of Companies and Enterprises,70
29-1051,2020-05-01,551100,Management of Companies and Enterprises,2380
29-1071,2020-05-01,551100,Management of Companies and Enterprises,280
29-1141,2020-05-01,551100,Management of Companies and Enterprises,17570
29-1171,2020-05-01,551100,Management of Companies and Enterprises,1090
29-1215,2020-05-01,551100,Management of Companies and Enterprises,440
29-1216,2020-05-01,551100,Management of Companies and Enterprises,450
29-1221,2020-05-01,551100,Management of Companies and Enterprises,70
29-1223,2020-05-01,551100,Management of Companies and Enterprises,80
29-1248,2020-05-01,551100,Management of Companies and Enterprises,90
31-1131,2020-05-01,551100,Management of Companies and Enterprises,1660
21-1021,2020-05-01,561100,Office Administrative Services,170
21-1022,2020-05-01,561100,Office Administrative Services,670
21-1023,2020-05-01,561100,Office Administrative Services,0
21-1029,2020-05-01,561100,Office Administrative Services,30
29-1051,2020-05-01,561100,Office Administrative Services,0
29-1071,2020-05-01,561100,Office Administrative Services,40
29-1141,2020-05-01,561100,Office Administrative Services,0
29-1171,2020-05-01,561100,Office Administrative Services,210
29-1141,2020-05-01,561200,Facilities Support Services,830
31-1131,2020-05-01,561200,Facilities Support Services,140
21-1021,2020-05-01,561300,Employment Services,1060
21-1022,2020-05-01,561300,Employment Services,870
21-1023,2020-05-01,561300,Employment Services,590
21-1029,2020-05-01,561300,Employment Services,130
29-1021,2020-05-01,561300,Employment Services,270
29-1051,2020-05-01,561300,Employment Services,2690
29-1071,2020-05-01,561300,Employment Services,1540
29-1141,2020-05-01,561300,Employment Services,51860
29-1151,2020-05-01,561300,Employment Services,0
29-1171,2020-05-01,561300,Employment Services,2240
29-1215,2020-05-01,561300,Employment Services,620
29-1216,2020-05-01,561300,Employment Services,120
29-1221,2020-05-01,561300,Employment Services,60
29-1223,2020-05-01,561300,Employment Services,40
29-1248,2020-05-01,561300,Employment Services,0
31-1131,2020-05-01,561300,Employment Services,36490
29-1051,2020-05-01,561400,Business Support Services,0
29-1141,2020-05-01,561400,Business Support Services,560
21-1021,2020-05-01,611100,Elementary and Secondary Schools,45960
21-1022,2020-05-01,611100,Elementary and Secondary Schools,520
21-1023,2020-05-01,611100,Elementary and Secondary Schools,880
21-1029,2020-05-01,611100,Elementary and Secondary Schools,0
29-1141,2020-05-01,611100,Elementary and Secondary Schools,54500
29-1171,2020-05-01,611100,Elementary and Secondary Schools,390
29-1223,2020-05-01,611100,Elementary and Secondary Schools,130
31-1131,2020-05-01,611100,Elementary and Secondary Schools,6330
21-1021,2020-05-01,611200,Junior Colleges,550
21-1022,2020-05-01,611200,Junior Colleges,80
21-1029,2020-05-01,611200,Junior Colleges,150
29-1021,2020-05-01,611200,Junior Colleges,50
29-1141,2020-05-01,611200,Junior Colleges,550
29-1171,2020-05-01,611200,Junior Colleges,50
31-1131,2020-05-01,611200,Junior Colleges,120
21-1021,2020-05-01,611300,"Colleges, Universities, and Professional Schools",2210
21-1022,2020-05-01,611300,"Colleges, Universities, and Professional Schools",1980
21-1023,2020-05-01,611300,"Colleges, Universities, and Professional Schools",630
21-1029,2020-05-01,611300,"Colleges, Universities, and Professional Schools",230
29-1021,2020-05-01,611300,"Colleges, Universities, and Professional Schools",510
29-1022,2020-05-01,611300,"Colleges, Universities, and Professional Schools",200
29-1023,2020-05-01,611300,"Colleges, Universities, and Professional Schools",30
29-1029,2020-05-01,611300,"Colleges, Universities, and Professional Schools",0
29-1051,2020-05-01,611300,"Colleges, Universities, and Professional Schools",2140
29-1071,2020-05-01,611300,"Colleges, Universities, and Professional Schools",4930
29-1141,2020-05-01,611300,"Colleges, Universities, and Professional Schools",30330
29-1151,2020-05-01,611300,"Colleges, Universities, and Professional Schools",1290
29-1171,2020-05-01,611300,"Colleges, Universities, and Professional Schools",6970
29-1211,2020-05-01,611300,"Colleges, Universities, and Professional Schools",430
29-1215,2020-05-01,611300,"Colleges, Universities, and Professional Schools",1510
29-1216,2020-05-01,611300,"Colleges, Universities, and Professional Schools",1190
29-1218,2020-05-01,611300,"Colleges, Universities, and Professional Schools",310
29-1221,2020-05-01,611300,"Colleges, Universities, and Professional Schools",470
29-1223,2020-05-01,611300,"Colleges, Universities, and Professional Schools",630
29-1248,2020-05-01,611300,"Colleges, Universities, and Professional Schools",940
31-1131,2020-05-01,611300,"Colleges, Universities, and Professional Schools",5560
21-1021,2020-05-01,611400,Business Schools and Computer and Management Training,110
29-1141,2020-05-01,611400,Business Schools and Computer and Management Training,260
21-1021,2020-05-01,611500,Technical and Trade Schools,70
29-1141,2020-05-01,611500,Technical and Trade Schools,180
31-1131,2020-05-01,611500,Technical and Trade Schools,0
21-1021,2020-05-01,611600,Other Schools and Instruction,120
29-1141,2020-05-01,611600,Other Schools and Instruction,40
21-1021,2020-05-01,611700,Educational Support Services,2880
21-1022,2020-05-01,611700,Educational Support Services,40
21-1023,2020-05-01,611700,Educational Support Services,0
21-1029,2020-05-01,611700,Educational Support Services,40
29-1141,2020-05-01,611700,Educational Support Services,320
21-1021,2020-05-01,621100,Offices of Physicians,720
21-1022,2020-05-01,621100,Offices of Physicians,8800
21-1023,2020-05-01,621100,Offices of Physicians,3300
21-1029,2020-05-01,621100,Offices of Physicians,280
29-1021,2020-05-01,621100,Offices of Physicians,3180
29-1022,2020-05-01,621100,Offices of Physicians,200
29-1023,2020-05-01,621100,Offices of Physicians,70
29-1029,2020-05-01,621100,Offices of Physicians,50
29-1051,2020-05-01,621100,Offices of Physicians,6460
29-1071,2020-05-01,621100,Offices of Physicians,67870
29-1141,2020-05-01,621100,Offices of Physicians,192300
29-1151,2020-05-01,621100,Offices of Physicians,21560
29-1171,2020-05-01,621100,Offices of Physicians,101220
29-1211,2020-05-01,621100,Offices of Physicians,23120
29-1215,2020-05-01,621100,Offices of Physicians,66610
29-1216,2020-05-01,621100,Offices of Physicians,28880
29-1218,2020-05-01,621100,Offices of Physicians,12950
29-1221,2020-05-01,621100,Offices of Physicians,18180
29-1223,2020-05-01,621100,Offices of Physicians,8360
29-1248,2020-05-01,621100,Offices of Physicians,25620
31-1131,2020-05-01,621100,Offices of Physicians,19330
21-1022,2020-05-01,621200,Offices of Dentists,0
29-1021,2020-05-01,621200,Offices of Dentists,85120
29-1022,2020-05-01,621200,Offices of Dentists,3410
29-1023,2020-05-01,621200,Offices of Dentists,4780
29-1024,2020-05-01,621200,Offices of Dentists,440
29-1029,2020-05-01,621200,Offices of Dentists,3250
29-1141,2020-05-01,621200,Offices of Dentists,950
21-1021,2020-05-01,621300,Offices of Other Health Practitioners,3240
21-1022,2020-05-01,621300,Offices of Other Health Practitioners,1680
21-1023,2020-05-01,621300,Offices of Other Health Practitioners,7260
21-1029,2020-05-01,621300,Offices of Other Health Practitioners,420
29-1021,2020-05-01,621300,Offices of Other Health Practitioners,140
29-1051,2020-05-01,621300,Offices of Other Health Practitioners,490
29-1071,2020-05-01,621300,Offices of Other Health Practitioners,2070
29-1141,2020-05-01,621300,Offices of Other Health Practitioners,13270
29-1151,2020-05-01,621300,Offices of Other Health Practitioners,1670
29-1171,2020-05-01,621300,Offices of Other Health Practitioners,6170
29-1211,2020-05-01,621300,Offices of Other Health Practitioners,180
29-1215,2020-05-01,621300,Offices of Other Health Practitioners,560
29-1216,2020-05-01,621300,Offices of Other Health Practitioners,210
29-1218,2020-05-01,621300,Offices of Other Health Practitioners,30
29-1221,2020-05-01,621300,Offices of Other Health Practitioners,40
29-1223,2020-05-01,621300,Offices of Other Health Practitioners,870
29-1248,2020-05-01,621300,Offices of Other Health Practitioners,170
31-1131,2020-05-01,621300,Offices of Other Health Practitioners,5280
21-1021,2020-05-01,621400,Outpatient Care Centers,6980
21-1022,2020-05-01,621400,Outpatient Care Centers,13730
21-1023,2020-05-01,621400,Outpatient Care Centers,27790
21-1029,2020-05-01,621400,Outpatient Care Centers,420
29-1021,2020-05-01,621400,Outpatient Care Centers,2520
29-1022,2020-05-01,621400,Outpatient Care Centers,40
29-1051,2020-05-01,621400,Outpatient Care Centers,6820
29-1071,2020-05-01,621400,Outpatient Care Centers,10190
29-1141,2020-05-01,621400,Outpatient Care Centers,150380
29-1151,2020-05-01,621400,Outpatient Care Centers,2460
29-1171,2020-05-01,621400,Outpatient Care Centers,18920
29-1211,2020-05-01,621400,Outpatient Care Centers,560
29-1215,2020-05-01,621400,Outpatient Care Centers,5440
29-1216,2020-05-01,621400,Outpatient Care Centers,1970
29-1218,2020-05-01,621400,Outpatient Care Centers,860
29-1221,2020-05-01,621400,Outpatient Care Centers,1260
29-1223,2020-05-01,621400,Outpatient Care Centers,3060
29-1248,2020-05-01,621400,Outpatient Care Centers,630
31-1131,2020-05-01,621400,Outpatient Care Centers,12940
21-1022,2020-05-01,621500,Medical and Diagnostic Laboratories,50
29-1051,2020-05-01,621500,Medical and Diagnostic Laboratories,110
29-1071,2020-05-01,621500,Medical and Diagnostic Laboratories,370
29-1141,2020-05-01,621500,Medical and Diagnostic Laboratories,2600
29-1171,2020-05-01,621500,Medical and Diagnostic Laboratories,310
29-1215,2020-05-01,621500,Medical and Diagnostic Laboratories,110
29-1216,2020-05-01,621500,Medical and Diagnostic Laboratories,100
29-1248,2020-05-01,621500,Medical and Diagnostic Laboratories,0
31-1131,2020-05-01,621500,Medical and Diagnostic Laboratories,220
21-1021,2020-05-01,621600,Home Health Care Services,560
21-1022,2020-05-01,621600,Home Health Care Services,20740
21-1023,2020-05-01,621600,Home Health Care Services,510
21-1029,2020-05-01,621600,Home Health Care Services,220
29-1051,2020-05-01,621600,Home Health Care Services,2150
29-1071,2020-05-01,621600,Home Health Care Services,190
29-1141,2020-05-01,621600,Home Health Care Services,169630
29-1151,2020-05-01,621600,Home Health Care Services,80
29-1171,2020-05-01,621600,Home Health Care Services,5790
29-1215,2020-05-01,621600,Home Health Care Services,500
29-1216,2020-05-01,621600,Home Health Care Services,130
29-1223,2020-05-01,621600,Home Health Care Services,40
31-1131,2020-05-01,621600,Home Health Care Services,77300
21-1022,2020-05-01,621900,Other Ambulatory Health Care Services,1120
21-1023,2020-05-01,621900,Other Ambulatory Health Care Services,140
29-1021,2020-05-01,621900,Other Ambulatory Health Care Services,90
29-1051,2020-05-01,621900,Other Ambulatory Health Care Services,190
29-1071,2020-05-01,621900,Other Ambulatory Health Care Services,640
29-1141,2020-05-01,621900,Other Ambulatory Health Care Services,14980
29-1171,2020-05-01,621900,Other Ambulatory Health Care Services,1330
29-1215,2020-05-01,621900,Other Ambulatory Health Care Services,120
29-1216,2020-05-01,621900,Other Ambulatory Health Care Services,30
29-1221,2020-05-01,621900,Other Ambulatory Health Care Services,170
29-1248,2020-05-01,621900,Other Ambulatory Health Care Services,40
31-1131,2020-05-01,621900,Other Ambulatory Health Care Services,450
21-1021,2020-05-01,622100,General Medical and Surgical Hospitals,3570
21-1022,2020-05-01,622100,General Medical and Surgical Hospitals,47590
21-1023,2020-05-01,622100,General Medical and Surgical Hospitals,6020
21-1029,2020-05-01,622100,General Medical and Surgical Hospitals,980
29-1021,2020-05-01,622100,General Medical and Surgical Hospitals,1580
29-1022,2020-05-01,622100,General Medical and Surgical Hospitals,240
29-1023,2020-05-01,622100,General Medical and Surgical Hospitals,90
29-1029,2020-05-01,622100,General Medical and Surgical Hospitals,100
29-1051,2020-05-01,622100,General Medical and Surgical Hospitals,78940
29-1071,2020-05-01,622100,General Medical and Surgical Hospitals,30860
29-1141,2020-05-01,622100,General Medical and Surgical Hospitals,1729200
29-1151,2020-05-01,622100,General Medical and Surgical Hospitals,14030
29-1171,2020-05-01,622100,General Medical and Surgical Hospitals,49920
29-1211,2020-05-01,622100,General Medical and Surgical Hospitals,3920
29-1215,2020-05-01,622100,General Medical and Surgical Hospitals,19210
29-1216,2020-05-01,622100,General Medical and Surgical Hospitals,15900
29-1218,2020-05-01,622100,General Medical and Surgical Hospitals,0
29-1221,2020-05-01,622100,General Medical and Surgical Hospitals,6850
29-1223,2020-05-01,622100,General Medical and Surgical Hospitals,4160
29-1248,2020-05-01,622100,General Medical and Surgical Hospitals,9450
31-1131,2020-05-01,622100,General Medical and Surgical Hospitals,374770
21-1021,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,880
21-1022,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,2210
21-1023,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,9890
21-1029,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,460
29-1021,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,140
29-1051,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,1060
29-1071,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,360
29-1141,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,39840
29-1171,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,1540
29-1215,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,420
29-1216,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,140
29-1223,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,3550
31-1131,2020-05-01,622200,Psychiatric and Substance Abuse Hospitals,5470
21-1021,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,180
21-1022,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,2250
21-1023,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,190
29-1021,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,100
29-1051,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,3990
29-1071,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,1630
29-1141,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,63910
29-1151,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,530
29-1171,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,2500
29-1211,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,280
29-1215,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,160
29-1216,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,860
29-1221,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,220
29-1223,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,220
29-1248,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,600
31-1131,2020-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,26260
21-1021,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),1050
21-1022,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),13680
21-1023,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),520
21-1029,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),260
29-1021,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),40
29-1051,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),290
29-1071,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),70
29-1141,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),143250
29-1171,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),1130
29-1215,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),50
29-1216,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),90
31-1131,2020-05-01,623100,Nursing Care Facilities (Skilled Nursing Facilities),527480
21-1021,2020-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",5660
21-1022,2020-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",2800
21-1023,2020-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",12420
21-1029,2020-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",1090
29-1051,2020-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",70
29-1071,2020-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",110
29-1141,2020-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",16390
29-1171,2020-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",910
29-1215,2020-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",30
29-1223,2020-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",570
31-1131,2020-05-01,623200,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",16490
21-1021,2020-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,160
21-1022,2020-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,2910
21-1023,2020-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,30
21-1029,2020-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,60
29-1051,2020-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,0
29-1141,2020-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,34720
29-1171,2020-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,0
31-1131,2020-05-01,623300,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,151540
21-1021,2020-05-01,623900,Other Residential Care Facilities,7830
21-1022,2020-05-01,623900,Other Residential Care Facilities,1630
21-1023,2020-05-01,623900,Other Residential Care Facilities,2130
21-1029,2020-05-01,623900,Other Residential Care Facilities,330
29-1051,2020-05-01,623900,Other Residential Care Facilities,40
29-1071,2020-05-01,623900,Other Residential Care Facilities,50
29-1141,2020-05-01,623900,Other Residential Care Facilities,3260
29-1171,2020-05-01,623900,Other Residential Care Facilities,130
29-1221,2020-05-01,623900,Other Residential Care Facilities,80
29-1223,2020-05-01,623900,Other Residential Care Facilities,100
31-1131,2020-05-01,623900,Other Residential Care Facilities,4020
21-1021,2020-05-01,624100,Individual and Family Services,84350
21-1022,2020-05-01,624100,Individual and Family Services,23060
21-1023,2020-05-01,624100,Individual and Family Services,16320
